year,team_raw,jersey,name,position,position_group,born,age_at_tournament,club_name,club_country,caps_at_start,national_goals_at_start
1934,Belgium,,Jean Claessens,MF,MF,1908-06-18,25.0,Union Saint-Gilloise,Belgium,,
1934,Belgium,,François Devries,FW,FW,1913-08-21,20.0,Royal Antwerp FC,Belgium,,
1934,Belgium,,Laurent Grimmonprez,FW,FW,1902-12-14,31.0,Royal Racing Club de Gand,Belgium,,
1934,Belgium,,August Hellemans,MF,MF,1907-09-14,26.0,Royal FC Malinois,Belgium,,
1934,Belgium,,Albert Heremans,FW,FW,1906-04-13,28.0,Royal Daring Club Molenbeek,Belgium,,
1934,Belgium,,Constant Joacim,DF,DF,1908-03-03,26.0,Royal Berchem Sport,Belgium,,
1934,Belgium,,Robert Lamoot,FW,FW,1911-03-18,23.0,Royal Daring Club Molenbeek,Belgium,,
1934,Belgium,,Francois Ledent,FW,FW,1908-07-04,25.0,Standard Liège,Belgium,,
1934,Belgium,,Jules Pappaert,DF,DF,1905-11-05,28.0,Union Saint-Gilloise,Belgium,,
1934,Belgium,,Frans Peeraer,MF,MF,1913-02-15,21.0,Royal Antwerp FC,Belgium,,
1934,Belgium,,Victor Putmans,MF,MF,1914-05-29,19.0,Royale Union Hutoise,Belgium,,
1934,Belgium,,Rene Simons,MF,MF,1904-04-10,30.0,KSK Liersche,Belgium,,
1934,Belgium,,Philibert Smellinckx,DF,DF,1911-01-17,23.0,Union Saint-Gilloise,Belgium,,
1934,Belgium,,Joseph Van Ingelgem,MF,MF,1912-01-23,22.0,Royal Daring Club Molenbeek,Belgium,,
1934,Belgium,,André Vandewyer,GK,GK,1909-06-21,24.0,Union Saint-Gilloise,Belgium,,
1934,Belgium,,Louis Versyp,FW,FW,1908-12-05,25.0,Royal FC Brugeois,Belgium,,
1934,Belgium,,Bernard Voorhoof,FW,FW,1910-05-10,24.0,KSK Liersche,Belgium,,
1934,Belgium,,Félix Welkenhuysen,MF,MF,1908-12-12,25.0,Union Saint-Gilloise,Belgium,,
1934,Brazil,,Ariel,MF,MF,1910-02-22,24.0,Botafogo,Brazil,,
1934,Brazil,,Armandinho,FW,FW,1911-03-06,23.0,São Paulo,Brazil,,
1934,Brazil,,Áttila,FW,FW,1910-12-16,23.0,Botafogo,Brazil,,
1934,Brazil,,Canalli,MF,MF,1907-03-12,27.0,Botafogo,Brazil,,
1934,Brazil,,Carvalho Leite,FW,FW,1912-06-25,21.0,Botafogo,Brazil,,
1934,Brazil,,Domingos da Guia,DF,DF,1912-11-19,21.0,Vasco da Gama,Brazil,,
1934,Brazil,,Germano,GK,GK,1911-03-14,23.0,Botafogo,Brazil,,
1934,Brazil,,Luisinho,FW,FW,1911-03-29,23.0,São Paulo,Brazil,,
1934,Brazil,,Gabriel Fernando Bile,FW,FW,1911-03-29,23.0,Ypiranga SP,Brazil,,
1934,Brazil,,Leônidas,FW,FW,1913-11-06,20.0,Vasco da Gama,Brazil,,
1934,Brazil,,Luiz Luz,DF,DF,1909-11-29,24.0,Peñarol,Uruguay,,
1934,Brazil,,Luisinho,FW,FW,1911-03-29,23.0,São Paulo,Brazil,,
1934,Brazil,,Martim,MF,MF,1911-03-02,23.0,Botafogo,Brazil,,
1934,Brazil,,Octacílio,DF,DF,1909-11-21,24.0,Botafogo,Brazil,,
1934,Brazil,,Pamplona,MF,MF,1904-03-24,30.0,Botafogo,Brazil,,
1934,Brazil,,Patesko,FW,FW,1910-11-12,23.0,Nacional,Uruguay,,
1934,Brazil,,Pedrosa,GK,GK,1913-07-08,20.0,Botafogo,Brazil,,
1934,Brazil,,Sylvio Hoffmann,DF,DF,1908-05-15,26.0,São Paulo,Brazil,,
1934,Brazil,,Tinoco,MF,MF,1904-12-02,29.0,Vasco da Gama,Brazil,,
1934,Brazil,,Tunga,FW,FW,1908-12-17,25.0,Palestra Italia,Brazil,,
1934,Brazil,,Waldyr,MF,MF,1912-03-21,22.0,Botafogo,Brazil,,
1934,Brazil,,Waldemar de Brito,FW,FW,1913-05-17,21.0,São Paulo,Brazil,,
1934,Czechoslovakia,,Jaroslav Bouček,MF,MF,1912-11-13,21.0,Sparta Prague,Czechoslovakia,,
1934,Czechoslovakia,,Jaroslav Burgr,DF,DF,1906-03-07,28.0,Sparta Prague,Czechoslovakia,,
1934,Czechoslovakia,,Štefan Čambal,MF,MF,1908-12-17,25.0,Slavia Prague,Czechoslovakia,,
1934,Czechoslovakia,,Josef Čtyřoký,DF,DF,1906-09-30,27.0,Sparta Prague,Czechoslovakia,,
1934,Czechoslovakia,,Ferdinand Daučík,DF,DF,1910-05-31,23.0,ČsŠK Bratislava,Czechoslovakia,,
1934,Czechoslovakia,,František Junek,FW,FW,1907-01-17,27.0,Slavia Prague,Czechoslovakia,,
1934,Czechoslovakia,,Géza Kalocsay,FW,FW,1913-05-30,20.0,Sparta Prague,Czechoslovakia,,
1934,Czechoslovakia,,Vlastimil Kopecký,MF,MF,1912-10-14,21.0,Slavia Prague,Czechoslovakia,,
1934,Czechoslovakia,,Josef Košťálek,MF,MF,1909-08-31,24.0,Sparta Prague,Czechoslovakia,,
1934,Czechoslovakia,,Rudolf Krčil,MF,MF,1906-03-05,28.0,Slavia Prague,Czechoslovakia,,
1934,Czechoslovakia,,Oldřich Nejedlý,FW,FW,1909-12-25,24.0,Sparta Prague,Czechoslovakia,,
1934,Czechoslovakia,,Čestmír Patzel,GK,GK,1914-12-02,19.0,Teplitzer FK,Czechoslovakia,,
1934,Czechoslovakia,,František Plánička,GK,GK,1904-06-02,29.0,Slavia Prague,Czechoslovakia,,
1934,Czechoslovakia,,Antonín Puč,FW,FW,1907-05-16,27.0,Slavia Prague,Czechoslovakia,,
1934,Czechoslovakia,,Josef Silný,FW,FW,1902-01-23,32.0,Nîmes,France,,
1934,Czechoslovakia,,Adolf Šimperský,MF,MF,1909-08-05,24.0,Slavia Prague,Czechoslovakia,,
1934,Czechoslovakia,,Jiří Sobotka,FW,FW,1911-06-06,22.0,Slavia Prague,Czechoslovakia,,
1934,Czechoslovakia,,Erich Srbek,FW,FW,1908-06-04,25.0,Sparta Prague,Czechoslovakia,,
1934,Czechoslovakia,,František Šterc,FW,FW,1912-01-27,22.0,Židenice,Czechoslovakia,,
1934,Czechoslovakia,,František Svoboda,FW,FW,1906-08-05,27.0,Slavia Prague,Czechoslovakia,,
1934,Czechoslovakia,,Antonín Vodička,MF,MF,1907-03-01,27.0,Slavia Prague,Czechoslovakia,,
1934,Czechoslovakia,,Ladislav Ženíšek,DF,DF,1904-03-07,30.0,Slavia Prague,Czechoslovakia,,
1934,Egypt,,Mohammed Bakhati,MF,MF,,,Zamalek,Egypt,,
1934,Egypt,,Hassan El-Far,MF,MF,1912-05-21,22.0,Zamalek,Egypt,,
1934,Egypt,,Mahmoud El-Nigero,FW,FW,,,Cairo Shourta Police,Egypt,,
1934,Egypt,,Ali El-Kaf,DF,DF,1906-06-15,27.0,Zamalek,Egypt,,
1934,Egypt,,Yacout El-Soury,DF,DF,,,Al-Ittihad,Egypt,,
1934,Egypt,,Mahmoud 'El-Tetsh' Mokhtar,FW,FW,1907-12-23,26.0,Al Ahly,Egypt,,
1934,Egypt,,Aziz Fahmy,GK,GK,,,Al Ahly,Egypt,,
1934,Egypt,,Abdulrahman Fawzi,FW,FW,1909-08-11,24.0,Al-Masry AC Port Said,Egypt,,
1934,Egypt,,Ahmed Halim Ibrahim,MF,MF,1910-02-10,24.0,Zamalek,Egypt,,
1934,Egypt,,Hamidu,DF,DF,,,Al-Olympi Alexandria,Egypt,,
1934,Egypt,,Mohammed Hassan,FW,FW,1905-02-05,29.0,Al-Masry AC Port Said,Egypt,,
1934,Egypt,,Hafez Kasseb,MF,MF,,,Al-Olympi Alexandria,Egypt,,
1934,Egypt,,Mohamed Latif,FW,FW,1909-10-23,24.0,Zamalek,Egypt,,
1934,Egypt,,Labib Mahmoud,FW,FW,,,Al Ahly,Egypt,,
1934,Egypt,,Mustafa Mansour,GK,GK,1914-08-02,19.0,Al Ahly,Egypt,,
1934,Egypt,,Kamel Mosaoud,FW,FW,1914-08-02,19.0,Al Ahly,Egypt,,
1934,Egypt,,Ismail Rafaat,MF,MF,1912-03-12,22.0,Zamalek,Egypt,,
1934,Egypt,,Hassan Raghab,MF,MF,1909-01-01,25.0,Al-Ittihad,Egypt,,
1934,Egypt,,Mostafa Taha,FW,FW,1910-03-23,24.0,Zamalek,Egypt,,
1934,Egypt,,Moustafa Helmi Youssef,MF,MF,1911-06-11,22.0,Al-Masry AC Port Said,Egypt,,
1934,France,,Joseph Alcazar,FW,FW,1911-06-15,22.0,Marseille,France,,
1934,France,,Alfred Aston,FW,FW,1912-05-16,22.0,Red Star Paris,France,,
1934,France,,Georges Beaucourt,MF,MF,1912-04-15,22.0,Olympique Lillois,France,,
1934,France,,Roger Courtois,FW,FW,1912-05-30,21.0,Sochaux,France,,
1934,France,,Robert Défossé,GK,GK,1909-06-16,24.0,Olympique Lillois,France,,
1934,France,,Edmond Delfour,MF,MF,1907-11-01,26.0,Racing Club,France,,
1934,France,,Célestin Delmer,MF,MF,1907-02-15,27.0,Excelsior Roubaix,France,,
1934,France,,Louis Gabrillargues,MF,MF,1914-06-16,19.0,Sète,France,,
1934,France,,Joseph Gonzales,DF,DF,1907-02-19,27.0,Fives,France,,
1934,France,,Fritz Keller,FW,FW,1913-08-21,20.0,Strasbourg,France,,
1934,France,,Pierre Korb,FW,FW,1908-04-20,26.0,Mulhouse,France,,
1934,France,,Lucien Laurent,FW,FW,1907-12-10,26.0,CA Paris,France,,
1934,France,,Noël Liétaer,MF,MF,1908-11-17,25.0,Excelsior Roubaix,France,,
1934,France,,René Llense,GK,GK,1913-07-14,20.0,Sète,France,,
1934,France,,Jacques Mairesse,DF,DF,1905-02-27,29.0,Red Star Paris,France,,
1934,France,,Étienne Mattler,DF,DF,1905-12-25,28.0,Sochaux,France,,
1934,France,,Jean Nicolas,FW,FW,1913-06-09,20.0,Rouen,France,,
1934,France,,Roger Rio,MF,MF,1913-02-13,21.0,Rouen,France,,
1934,France,,Alex Thépot,GK,GK,1906-07-30,27.0,Red Star Paris,France,,
1934,France,,Jules Vandooren,DF,DF,1908-12-30,25.0,Olympique Lillois,France,,
1934,France,,Émile Veinante,FW,FW,1907-06-12,26.0,Racing Club,France,,
1934,France,,Georges Verriest,MF,MF,1909-07-15,24.0,Excelsior Roubaix,France,,
1934,Germany,,Ernst Albrecht,MF,MF,1907-11-12,26.0,Fortuna Düsseldorf,Germany,,
1934,Germany,,Jakob Bender,MF,MF,1910-03-23,24.0,Fortuna Düsseldorf,Germany,,
1934,Germany,,Fritz Buchloh,GK,GK,1909-11-26,24.0,VfB Speldorf,Germany,,
1934,Germany,,Willy Busch,DF,DF,1907-01-04,27.0,TuS Duisburg,Germany,,
1934,Germany,,Edmund Conen,FW,FW,1914-11-10,19.0,FV Saarbrücken,Germany,,
1934,Germany,,Franz Dienert,FW,FW,1900-01-01,34.0,VfB Mühlburg,Germany,,
1934,Germany,,Rudolf Gramlich,MF,MF,1908-06-06,25.0,Eintracht Frankfurt,Germany,,
1934,Germany,,Sigmund Haringer,DF,DF,1908-12-09,25.0,Bayern Munich,Germany,,
1934,Germany,,Matthias Heidemann,FW,FW,1912-02-07,22.0,Werder Bremen,Germany,,
1934,Germany,,Karl Hohmann,MF,MF,1908-06-18,25.0,VfL Benrath,Germany,,
1934,Germany,,Hans Jakob,GK,GK,1908-06-16,25.0,Jahn Regensburg,Germany,,
1934,Germany,,Paul Janes,DF,DF,1912-03-10,22.0,Fortuna Düsseldorf,Germany,,
1934,Germany,,Stanislaus Kobierski,FW,FW,1910-11-15,23.0,Fortuna Düsseldorf,Germany,,
1934,Germany,,Willibald Kreß,GK,GK,1906-11-13,27.0,Dresdner SC,Germany,,
1934,Germany,,Ernst Lehner,FW,FW,1912-11-07,21.0,TSV Schwaben Augsburg,Germany,,
1934,Germany,,Reinhold Münzenberg,DF,DF,1909-01-25,25.0,Alemannia Aachen,Germany,,
1934,Germany,,Rudolf Noack,FW,FW,1913-03-20,21.0,SV Hamburg,Germany,,
1934,Germany,,Hans Schwartz,DF,DF,1913-03-01,21.0,Viktoria Hamburg,Germany,,
1934,Germany,,Otto Siffling,FW,FW,1912-08-03,21.0,Waldhof Mannheim,Germany,,
1934,Germany,,Josef Streb,FW,FW,1912-04-16,22.0,Wacker München,Germany,,
1934,Germany,,Fritz Szepan,FW,FW,1907-09-02,26.0,Schalke 04,Germany,,
1934,Germany,,Paul Zielinski,MF,MF,1911-11-20,22.0,Union Hamborn,Germany,,
1934,Hungary,,István Avar,FW,FW,1905-05-30,28.0,Újpest,Hungary,,
1934,Hungary,,Sándor Bíró,DF,DF,1911-08-19,22.0,Hungária,Hungary,,
1934,Hungary,,János Dudás,MF,MF,1911-02-13,23.0,Hungária,Hungary,,
1934,Hungary,,Gyula Futó,DF,DF,1908-12-29,25.0,Újpest,Hungary,,
1934,Hungary,,József Háda,GK,GK,1911-03-02,23.0,Ferencváros,Hungary,,
1934,Hungary,,Tibor Kemény,FW,FW,1913-03-05,21.0,Ferencváros,Hungary,,
1934,Hungary,,Gyula Lázár,MF,MF,1911-01-24,23.0,Ferencváros,Hungary,,
1934,Hungary,,Imre Markos,FW,FW,1908-06-09,25.0,Debreceni Bocskai,Hungary,,
1934,Hungary,,István Palotás,MF,MF,1908-03-05,26.0,Debreceni Bocskai,Hungary,,
1934,Hungary,,Gyula Polgár,MF,MF,1912-02-08,22.0,Ferencváros,Hungary,,
1934,Hungary,,György Sárosi,FW,FW,1912-09-15,21.0,Ferencváros,Hungary,,
1934,Hungary,,Rezső Somlai,MF,MF,1911-05-22,23.0,Kispest,Hungary,,
1934,Hungary,,László Sternberg,DF,DF,1905-05-28,28.0,Újpest,Hungary,,
1934,Hungary,,Antal Szabó,GK,GK,1910-09-04,23.0,Hungária,Hungary,,
1934,Hungary,,Gábor P. Szabó,FW,FW,1902-10-14,31.0,Újpest,Hungary,,
1934,Hungary,,Antal Szalay,MF,MF,1912-03-12,22.0,Újpest,Hungary,,
1934,Hungary,,György Szűcs,MF,MF,1912-04-23,22.0,Újpest,Hungary,,
1934,Hungary,,István Tamássy,FW,FW,1906-06-30,27.0,Újpest,Hungary,,
1934,Hungary,,Pál Teleki,FW,FW,1906-03-05,28.0,Debreceni Bocskai,Hungary,,
1934,Hungary,,Géza Toldi,FW,FW,1909-02-11,25.0,Ferencváros,Hungary,,
1934,Hungary,,József Vágó,DF,DF,1906-06-30,27.0,Debreceni Bocskai,Hungary,,
1934,Hungary,,Jenő Vincze,FW,FW,1908-11-20,25.0,Debreceni Bocskai,Hungary,,
1934,Italy,,Luigi Allemandi,DF,DF,1903-11-18,30.0,Ambrosiana-Inter,Italy,,
1934,Italy,,Pietro Arcari,FW,FW,1909-12-02,24.0,Milan,Italy,,
1934,Italy,,Luigi Bertolini,MF,MF,1904-09-13,29.0,Juventus,Italy,,
1934,Italy,,Felice Borel,FW,FW,1914-04-05,20.0,Juventus,Italy,,
1934,Italy,,Umberto Caligaris,DF,DF,1901-07-26,32.0,Juventus,Italy,,
1934,Italy,,Armando Castellazzi,MF,MF,1904-10-07,29.0,Ambrosiana-Inter,Italy,,
1934,Italy,,Giuseppe Cavanna,GK,GK,1905-09-18,28.0,Napoli,Italy,,
1934,Italy,,Gianpiero Combi,GK,GK,1902-11-20,31.0,Juventus,Italy,,
1934,Italy,,Attilio Demaria,FW,FW,1909-03-19,25.0,Ambrosiana-Inter,Italy,,
1934,Italy,,Giovanni Ferrari,FW,FW,1907-12-06,26.0,Juventus,Italy,,
1934,Italy,,Attilio Ferraris,MF,MF,1904-03-26,30.0,Roma,Italy,,
1934,Italy,,Enrique Guaita,FW,FW,1910-07-11,23.0,Roma,Italy,,
1934,Italy,,Anfilogino Guarisi,FW,FW,1905-12-26,28.0,Lazio,Italy,,
1934,Italy,,Guido Masetti,GK,GK,1907-11-22,26.0,Roma,Italy,,
1934,Italy,,Giuseppe Meazza,MF,MF,1910-08-23,23.0,Ambrosiana-Inter,Italy,,
1934,Italy,,Luis Monti,MF,MF,1901-05-15,33.0,Juventus,Italy,,
1934,Italy,,Eraldo Monzeglio,DF,DF,1906-06-05,27.0,Bologna,Italy,,
1934,Italy,,Raimundo Orsi,FW,FW,1901-12-02,32.0,Juventus,Italy,,
1934,Italy,,Mario Pizziolo,MF,MF,1909-12-07,24.0,Fiorentina,Italy,,
1934,Italy,,Virginio Rosetta,DF,DF,1902-02-25,32.0,Juventus,Italy,,
1934,Italy,,Angelo Schiavio,FW,FW,1905-10-15,28.0,Bologna,Italy,,
1934,Italy,,Mario Varglien,MF,MF,1905-12-26,28.0,Juventus,Italy,,
1934,Netherlands,,Wim Anderiesen,MF,MF,1903-11-27,30.0,Ajax,Netherlands,,
1934,Netherlands,,Beb Bakhuys,FW,FW,1909-04-16,25.0,ZAC Zwolle,Netherlands,,
1934,Netherlands,,Jan Graafland,FW,FW,1909-08-21,24.0,HBS Craeyenhout,Netherlands,,
1934,Netherlands,,Leo Halle,GK,GK,1903-02-17,31.0,Go Ahead Eagles Deventer,Netherlands,,
1934,Netherlands,,Wim Langendaal,FW,FW,1909-04-13,25.0,Xerxes Rotterdam,Netherlands,,
1934,Netherlands,,Kees Mijnders,FW,FW,1912-09-28,21.0,DFC Dordrecht,Netherlands,,
1934,Netherlands,,Jaap Mol,FW,FW,1912-02-03,22.0,Kooger FC,Netherlands,,
1934,Netherlands,,Toon Oprinsen,MF,MF,1910-11-25,23.0,NOAD Breda,Netherlands,,
1934,Netherlands,,Bas Paauwe,MF,MF,1911-10-04,22.0,Feijenoord,Netherlands,,
1934,Netherlands,,Henk Pellikaan,MF,MF,1910-11-10,23.0,Longa Tilburg,Netherlands,,
1934,Netherlands,,Arend Schoemaker,FW,FW,1911-11-08,22.0,Quick Den Haag,Netherlands,,
1934,Netherlands,,Kick Smit,FW,FW,1911-11-03,22.0,HFC Haarlem,Netherlands,,
1934,Netherlands,,Gejus van der Meulen,GK,GK,1903-01-23,31.0,Koninklijke HFC,Netherlands,,
1934,Netherlands,,Jan van Diepenbeek,DF,DF,1903-08-05,30.0,Ajax,Netherlands,,
1934,Netherlands,,Puck van Heel,MF,MF,1904-01-21,30.0,Feijenoord,Netherlands,,
1934,Netherlands,,Adri van Male,GK,GK,1910-10-07,23.0,Feijenoord,Netherlands,,
1934,Netherlands,,Joop van Nellen,FW,FW,1910-03-15,24.0,DHC,Netherlands,,
1934,Netherlands,,Sjef van Run,DF,DF,1904-01-12,30.0,PSV,Netherlands,,
1934,Netherlands,,Leen Vente,FW,FW,1911-05-14,23.0,Neptunus Rotterdam,Netherlands,,
1934,Netherlands,,Manus Vrauwdeunt,FW,FW,1915-04-29,19.0,Feijenoord,Netherlands,,
1934,Netherlands,,Mauk Weber,DF,DF,1914-03-01,20.0,ADO Den Haag,Netherlands,,
1934,Netherlands,,Frank Wels,FW,FW,1909-02-21,25.0,Unitas Gorinchem,Netherlands,,
1934,Romania,,Gheorghe Albu,DF,DF,1909-09-12,24.0,Venus București,Romania,,
1934,Romania,,Iuliu Baratky,FW,FW,1910-05-14,24.0,Crișana Oradea,Romania,,
1934,Romania,,Silviu Bindea,FW,FW,1912-10-24,21.0,Ripensia Timișoara,Romania,,
1934,Romania,,Iuliu Bodola,FW,FW,1912-02-26,22.0,CAO Oradea,Romania,,
1934,Romania,,Rudolf Bürger,DF,DF,1908-10-31,25.0,Ripensia Timișoara,Romania,,
1934,Romania,,Gheorghe Ciolac,FW,FW,1908-08-10,25.0,Ripensia Timișoara,Romania,,
1934,Romania,,Alexandru Cuedan,DF,DF,1910-09-26,23.0,Rapid București,Romania,,
1934,Romania,,Vasile Deheleanu,MF,MF,1910-08-12,23.0,Ripensia Timișoara,Romania,,
1934,Romania,,Ștefan Dobay,FW,FW,1909-09-26,24.0,Ripensia Timișoara,Romania,,
1934,Romania,,Gusztáv Juhász,MF,MF,1911-12-19,22.0,Juventus București,Romania,,
1934,Romania,,István Klimek,FW,FW,1913-04-15,21.0,ILSA Timișoara,Romania,,
1934,Romania,,Stanislav Konrad,GK,GK,1913-10-23,20.0,CA Timișoara,Romania,,
1934,Romania,,Rudolf Kotormány,MF,MF,1911-01-23,23.0,Ripensia Timișoara,Romania,,
1934,Romania,,Nicolae Kovács,FW,FW,1911-12-29,22.0,CAO Oradea,Romania,,
1934,Romania,,József Moravetz,MF,MF,1911-01-14,23.0,RGM Timișoara,Romania,,
1934,Romania,,Adalbert Püllöck,GK,GK,1907-04-06,27.0,Crișana Oradea,Romania,,
1934,Romania,,Sándor Schwartz,FW,FW,1909-01-18,25.0,Ripensia Timișoara,Romania,,
1934,Romania,,Grațian Sepi,FW,FW,1910-12-30,23.0,Universitatea Cluj,Romania,,
1934,Romania,,Lazăr Sfera,DF,DF,1909-04-29,25.0,Venus București,Romania,,
1934,Romania,,Emerich Vogl,DF,DF,1905-08-12,28.0,Juventus București,Romania,,
1934,Romania,,Károly Weichelt,MF,MF,,,CAO Oradea,Romania,,
1934,Romania,,Vilmos Zombori,GK,GK,1906-01-11,28.0,Ripensia Timișoara,Romania,,
1934,Spain,,Crisant Bosch,MF,MF,1907-12-26,26.0,Espanyol,Spain,,
1934,Spain,,Campanal I,FW,FW,1912-02-09,22.0,Sevilla,Spain,,
1934,Spain,,Chacho,FW,FW,1911-04-14,23.0,Deportivo La Coruña,Spain,,
1934,Spain,,Leonardo Cilaurren,MF,MF,1912-11-05,21.0,Athletic Bilbao,Spain,,
1934,Spain,,Ciriaco,DF,DF,1904-08-08,29.0,FC Madrid,Spain,,
1934,Spain,,Fede,MF,MF,1912-10-14,21.0,Sevilla,Spain,,
1934,Spain,,Guillermo Gorostiza,FW,FW,1909-02-15,25.0,Athletic Bilbao,Spain,,
1934,Spain,,Hilario,MF,MF,1905-12-08,28.0,FC Madrid,Spain,,
1934,Spain,,José Iraragorri,FW,FW,1912-03-16,22.0,Athletic Bilbao,Spain,,
1934,Spain,,Lafuente,FW,FW,1907-12-31,26.0,Athletic Bilbao,Spain,,
1934,Spain,,Isidro Lángara,FW,FW,1912-05-25,22.0,FC Oviedo,Spain,,
1934,Spain,,Simón Lecue,MF,MF,1912-02-11,22.0,Betis Balompie,Spain,,
1934,Spain,,Martín Marculeta,MF,MF,1907-09-24,26.0,Donostia,Spain,,
1934,Spain,,Luis Marín Sabater,FW,FW,1906-09-04,27.0,Atlético Madrid,Spain,,
1934,Spain,,José Muguerza,MF,MF,1911-09-15,22.0,Athletic Bilbao,Spain,,
1934,Spain,,Juan José Nogués,GK,GK,1909-03-28,25.0,Barcelona,Spain,,
1934,Spain,,Jacinto Quincoces,DF,DF,1905-07-17,28.0,FC Madrid,Spain,,
1934,Spain,,Luis Regueiro,FW,FW,1908-07-01,25.0,FC Madrid,Spain,,
1934,Spain,,Pedro Solé,MF,MF,1905-05-07,29.0,Espanyol,Spain,,
1934,Spain,,Martí Ventolrà,MF,MF,1906-12-16,27.0,Barcelona,Spain,,
1934,Spain,,Ramón Zabalo,DF,DF,1910-06-10,23.0,Barcelona,Spain,,
1934,Spain,,Ricardo Zamora,GK,GK,1901-01-21,33.0,FC Madrid,Spain,,
1934,Sweden,,Ernst Andersson,MF,MF,1909-03-26,25.0,IFK Göteborg,Sweden,,
1934,Sweden,,Otto Andersson,DF,DF,1910-05-07,24.0,Örgryte IS,Sweden,,
1934,Sweden,,Sven Andersson,DF,DF,1907-02-14,27.0,AIK,Sweden,,
1934,Sweden,,Nils Axelsson,DF,DF,1906-01-18,28.0,Hälsingborgs IF,Sweden,,
1934,Sweden,,Lennart Bunke,FW,FW,1912-04-03,22.0,Hälsingborgs IF,Sweden,,
1934,Sweden,,Rune Carlsson,MF,MF,1909-10-01,24.0,IFK Eskilstuna,Sweden,,
1934,Sweden,,Victor Carlund,MF,MF,1906-02-05,28.0,Örgryte IS,Sweden,,
1934,Sweden,,Gösta Dunker,FW,FW,1905-09-16,28.0,Sandvikens IF,Sweden,,
1934,Sweden,,Ragnar Gustavsson,FW,FW,1907-09-28,26.0,GAIS,Sweden,,
1934,Sweden,,Carl-Erik Holmberg,FW,FW,1906-07-17,27.0,Örgryte IS,Sweden,,
1934,Sweden,,Sture Hult,GK,GK,1910-10-19,23.0,IFK Eskilstuna,Sweden,,
1934,Sweden,,Gunnar Jansson,FW,FW,1907-07-17,26.0,Gefle IF,Sweden,,
1934,Sweden,,Sven Jonasson,FW,FW,1909-07-09,24.0,IF Elfsborg,Sweden,,
1934,Sweden,,Tore Keller,FW,FW,1905-01-04,29.0,IK Sleipner,Sweden,,
1934,Sweden,,Knut Kroon,FW,FW,1906-06-19,27.0,Hälsingborgs IF,Sweden,,
1934,Sweden,,Harry Lundahl,FW,FW,1905-10-16,28.0,IFK Eskilstuna,Sweden,,
1934,Sweden,,Gunnar Olsson,FW,FW,1908-07-19,25.0,GAIS,Sweden,,
1934,Sweden,,Anders Rydberg,GK,GK,1903-03-03,31.0,IFK Göteborg,Sweden,,
1934,Sweden,,Nils Rosén,MF,MF,1902-05-22,32.0,Hälsingborgs IF,Sweden,,
1934,Sweden,,Arvid Thörn,FW,FW,1906-10-29,27.0,IFK Grängesberg,Sweden,,
1934,Sweden,,Eivar Widlund,GK,GK,1905-06-15,28.0,AIK,Sweden,,
1934,Switzerland,,André Abegglen,FW,FW,1909-03-07,25.0,Grasshopper,Switzerland,,
1934,Switzerland,,Renato Bizzozero,GK,GK,1912-09-07,21.0,Lugano,Switzerland,,
1934,Switzerland,,Joseph Bossi,FW,FW,1911-08-29,22.0,Bern,Switzerland,,
1934,Switzerland,,Albert Büche,FW,FW,,,Nordstern Basel,Switzerland,,
1934,Switzerland,,Otto Bühler,FW,FW,,,Grasshopper,Switzerland,,
1934,Switzerland,,Ernst Frick,MF,MF,,,Luzern,Switzerland,,
1934,Switzerland,,Louis Gobet,DF,DF,1908-10-28,25.0,Bern,Switzerland,,
1934,Switzerland,,Albert Guinchard,MF,MF,1914-11-10,19.0,Servette,Switzerland,,
1934,Switzerland,,Erwin Hochsträsser,FW,FW,,,Lausanne-Sport,Switzerland,,
1934,Switzerland,,Willy Huber,GK,GK,1913-12-17,20.0,Grasshopper,Switzerland,,
1934,Switzerland,,Ernst Hufschmid,MF,MF,1913-02-04,21.0,Basel,Switzerland,,
1934,Switzerland,,Fernand Jaccard,MF,MF,1907-10-08,26.0,La Tour-de-Peilz,Switzerland,,
1934,Switzerland,,Alfred Jäck,FW,FW,1911-08-02,22.0,Basel,Switzerland,,
1934,Switzerland,,Willy Jäggi,FW,FW,1906-07-28,27.0,Lausanne-Sport,Switzerland,,
1934,Switzerland,,Leopold Kielholz,FW,FW,1911-06-09,22.0,Servette,Switzerland,,
1934,Switzerland,,Edmond Loichot,MF,MF,,,Servette,Switzerland,,
1934,Switzerland,,Severino Minelli,DF,DF,1909-09-06,24.0,Grasshopper,Switzerland,,
1934,Switzerland,,Arnoldo Ortelli,DF,DF,1913-08-05,20.0,Lugano,Switzerland,,
1934,Switzerland,,Raymond Passello,FW,FW,1905-01-12,29.0,Servette,Switzerland,,
1934,Switzerland,,Frank Séchehaye,GK,GK,1907-11-03,26.0,Servette,Switzerland,,
1934,Switzerland,,Willy von Känel,FW,FW,1909-10-30,24.0,Bienne-Biel,Switzerland,,
1934,Switzerland,,Walter Weiler,DF,DF,1903-12-04,30.0,Grasshopper,Switzerland,,
1934,United States,,Tom Amrhein,MF,MF,1911-03-09,23.0,Baltimore Canton,United States,,
1934,United States,,Ed Czerkiewicz,DF,DF,1912-07-08,21.0,Pawtucket Rangers,United States,,
1934,United States,,Walter Dick,FW,FW,1905-09-20,28.0,Pawtucket Rangers,United States,,
